State,District,Candidate,Party,"Incumbent/
Challenger/Open",Receipts,"Contributions 
from Individuals","Contributions
from PACs and
Other Committees","Contributions and
Loans from 
 the Candidate",Disbursements,Cash On Hand,Debts,Coverage End Date
Texas,23,"HULINGS, JAY",Democratic Party,Challenger,"$610,590","$482,626","$100,800","$9,374","$610,584",$6,"$75,942",6/30/18
Texas,23,"JONES, GINA ORTIZ",Democratic Party,Challenger,"$2,256,367","$1,573,896","$272,300",$200,"$1,105,515","$1,150,851",$0,6/30/18
Texas,23,"TREVINO, RICARDO JOSE JR",Democratic Party,Challenger,"$56,021","$40,945","$6,291","$3,286","$43,103","$16,488","$3,286",6/30/18
Texas,23,"VILLESCAZ, ANGELA",Democratic Party,Challenger,"$2,535",$535,$0,$0,"$4,154","-$1,919","$2,030",2/14/18
Texas,24,"MARCHANT, KENNY E MR.",Republican Party,Incumbent,"$955,163","$220,828","$658,377",$0,"$419,661","$1,917,613",$0,6/30/18
Texas,24,"ALLEN, EDWARD",Democratic Party,Challenger,"$13,344","$9,738",$10,"$3,596","$13,277",$67,$0,4/24/18
Texas,24,"BIGGAN, JOHN",Democratic Party,Challenger,"$86,565","$63,328",$0,"$19,237","$86,565",$0,$0,6/30/18
Texas,24,"MCDOWELL, JAN",Democratic Party,Challenger,"$61,324","$56,286",$0,$0,"$33,351","$28,091",$0,6/30/18
Texas,25,"WILLIAMS, ROGER",Republican Party,Incumbent,"$1,119,041","$231,859","$376,195",$0,"$820,968","$1,217,472","$9,577",6/30/18
Texas,25,"HANSEN, EDWARD WESTERGAARD",Democratic Party,Challenger,"$53,232","$30,752",$0,"$17,480","$56,648","-$3,316","$20,957",3/31/18
Texas,25,"OLIVER, JULIE LYNN",Democratic Party,Challenger,"$202,190","$190,798",$450,"$6,924","$124,045","$78,146","$3,125",6/30/18
Texas,25,"PANDA, CHETAN",Democratic Party,Challenger,"$116,153","$113,107",$0,$0,"$109,650","$3,362",$0,6/30/18
Texas,25,"PERRI, CHRISTOPHER MICHAEL",Democratic Party,Challenger,"$238,363","$161,531","$1,500","$71,192","$236,658","$1,705","$68,390",6/30/18
Texas,25,"THOMAS, KATHI",Democratic Party,Challenger,"$40,355","$36,355",$0,$0,"$42,617","$1,638","$2,637",3/31/18
Texas,26,"BURGESS, MICHAEL C. DR.",Republican Party,Incumbent,"$1,379,429","$466,263","$895,801",$0,"$1,403,926","$453,609",$0,6/30/18
Texas,26,"BERSHAD, IRA MR.",Democratic Party,Challenger,"$11,252","$11,252",$0,$0,"$11,197",$54,$0,7/11/17
Texas,26,"BIRKENSTOCK, VERONICA",Republican Party,Challenger,"$193,718","$75,485",$0,"$117,412","$191,883","$1,835","$98,207",6/30/18
Texas,26,"FAGAN, LINSEY",Democratic Party,Challenger,"$94,235","$89,062",$0,"$1,173","$67,627","$26,708",$0,6/30/18
Texas,26,"FISHER, WILLIAM CARL",Democratic Party,Challenger,"$94,441","$80,985",$0,"$9,456","$80,790","$13,651",$0,6/30/18
Texas,26,"WANNAMAKER, JOHN K",Democratic Party,Challenger,$93,$59,$0,$34,$148,$55,$0,12/31/17
Texas,27,"BARRERA, RAUL (ROY)",Democratic Party,Open,"$12,296","$7,696",$0,"$2,600","$10,202","$4,800","$4,982",6/30/18
Texas,27,"BRUUN, BECH",Republican Party,Open,"$662,739","$518,989","$143,750",$0,"$661,401","$1,339","$7,894",6/30/18
Texas,27,"CUTRIGHT, JUDITH LYNN",Independent,Open,"$3,050","$1,050",$0,"$2,000","$2,442",$608,"$5,496",6/10/18
Texas,27,"HOLGUIN, ERIC",Democratic Party,Open,"$93,571","$92,571","$1,000",$0,"$83,112","$10,459",$0,6/30/18
Texas,27,"MAPP, CHRIS",Republican Party,Open,"$47,914","$20,240",$0,"$20,124","$50,942","-$3,029","$74,017",6/30/18
Texas,27,"MCDONALD, RONNIE CHARLES",Democratic Party,Open,"$15,135","$15,135",$0,$0,"$15,562",$74,$0,3/31/18
Texas,27,"PEREZ, MARTY",Republican Party,Open,"$153,231","$1,047",$0,"$152,000","$135,962","$17,269","$24,000",6/30/18
Texas,27,"WESTERGREN, MICHAEL J",Democratic Party,Open,"$12,683",$550,$0,$0,"$9,144","$3,538","$3,125",6/30/18
Texas,27,"CLOUD, MICHAEL",Republican Party,Incumbent,"$394,633","$373,133","$21,500",$0,"$375,012","$19,621","$18,779",6/30/18
Texas,27,"FARENTHOLD, RANDOLPH BLAKE*",Republican Party,Incumbent,"$461,858","$269,598","$191,182",$0,"$495,947","$3,356",$0,6/30/18
Texas,28,"CUELLAR, HENRY R.",Democratic Party,Incumbent,"$1,212,621","$371,664","$818,325","$13,500","$878,163","$2,412,242",$0,6/30/18
Texas,29,"GARCIA, ROEL",Democratic Party,Open,"$57,706","$29,755",$0,"$27,951","$45,025","-$24,267",$0,3/31/18
Texas,29,"GARCIA, SYLVIA R",Democratic Party,Open,"$872,971","$452,883","$312,737","$3,130","$723,560","$149,411","$50,000",6/30/18
Texas,29,"JAVED, MUHAMMAD TAHIR",Democratic Party,Open,"$1,823,378","$485,722",$0,"$1,333,416","$1,812,871","$10,507","$325,528",6/30/18
Texas,29,"MONTIEL, CARMEN",Republican Party,Open,"$34,737","$25,200",$0,"$9,537","$32,229","$2,508","$1,656",6/30/18
Texas,29,"MORALES, HECTOR ADRIAN MR.",Democratic Party,Open,"$11,178","$11,073",$0,$105,"$10,777",$376,$0,6/30/18
Texas,29,PHILLIP ARNOLD ARONOFF,Republican Party,Open,"$52,560","$43,560","$4,000","$5,000","$35,184","$17,376","$5,000",6/30/18
Texas,29,"REYES, AUGUSTINE H",Democratic Party,Open,"$23,553","$20,428",$0,"$3,125","$20,279","$3,274",$0,3/31/18
Texas,29,"VALENCIA, PEDRO",Democratic Party,Open,"$5,598","$2,573",$0,"$3,025","$5,566",$32,"$1,458",6/30/18
Texas,29,"ZOUBOULIKOS-BLANCO, JAIMY ANNETTE",Republican Party,Open,"$31,676","$1,150",$0,"$30,526","$24,583","$7,093","$33,651",6/30/18
Texas,29,"GREEN, RAYMOND E. 'GENE'*",Democratic Party,Incumbent,"$504,470","$89,729","$410,250",$0,"$654,664","$928,457",$200,6/30/18
Texas,30,"JOHNSON, EDDIE BERNICE",Democratic Party,Incumbent,"$304,431","$107,310","$197,121",$0,"$188,666","$202,587",$0,6/30/18
Texas,30,"CARAWAY, BARBARA LEN MALLORY",Democratic Party,Challenger,"$79,005","$75,465","$1,000","$1,800","$77,104","$2,112","$22,220",6/30/18
Texas,31,"CARTER, JOHN R. REP.",Republican Party,Incumbent,"$1,015,417","$516,294","$496,612",$0,"$881,265","$537,561",$0,6/30/18
Texas,31,"CLARK, MIKE",Democratic Party,Challenger,"$16,533","$15,998",$0,$536,"$17,102",$514,"$5,400",6/30/18
Texas,31,"HEGAR, MARY JENNINGS MJ",Democratic Party,Challenger,"$1,618,359","$1,547,244","$59,885","$7,230","$746,073","$867,267",$0,6/30/18
Texas,31,"LESTER, RICHARD KENT",Democratic Party,Challenger,"$209,925","$29,260",$500,"$180,000","$209,925",$0,"$59,579",5/29/18
Texas,31,"MANN, CHRISTINE EADY",Democratic Party,Challenger,"$95,312","$86,235",$0,"$2,114","$89,916","$4,047",$0,6/30/18
Texas,31,"SWEENEY, MIKE",Republican Party,Challenger,"$56,221","$53,221",$0,"$3,000","$55,127","$1,913","$22,297",6/30/18
Texas,32,"SESSIONS, PETE MR.",Republican Party,Incumbent,"$2,750,176","$1,423,675","$1,318,177",$0,"$1,380,573","$1,873,742",$0,6/30/18
Texas,32,"ALLRED, COLIN",Democratic Party,Challenger,"$1,916,601","$1,716,021","$140,679","$25,000","$973,963","$942,639","$44,979",6/30/18
Texas,32,"DEE, MICHAEL",Independent,Challenger,$777,$0,$0,$777,$0,$777,$777,3/31/18
Texas,32,"MARSHALL, RONALD WILLIAM",Democratic Party,Challenger,"$3,661",$16,$0,"$3,645","$3,512",$0,$0,3/31/18
Texas,32,"MATERNOWSKI, TODD",Democratic Party,Challenger,"$5,731","$5,731",$0,$0,"$5,709",-$102,$0,3/7/18
Texas,32,"MEIER, EDWARD",Democratic Party,Challenger,"$1,016,874","$1,007,210","$2,500",$0,"$1,016,708",$166,$0,5/28/18
Texas,32,"PELLETT, DANIELLE JESSICA",Democratic Party,Challenger,"$15,977","$15,497",$0,$480,"$14,220","$1,816",$0,12/31/17
Texas,32,"RODRIGUEZ, GEORGE",Democratic Party,Challenger,"$133,794","$123,229",$0,"$8,193","$133,825",$0,$0,6/30/18
Texas,32,"SALERNO, LILLIAN",Democratic Party,Challenger,"$698,946","$662,537","$19,000","$17,409","$681,804","$17,142",$0,6/30/18
Texas,32,"SHIPP, BRETT R.",Democratic Party,Challenger,"$127,727","$113,561",$500,"$9,001","$127,727",$0,$0,3/22/18
Texas,33,"VEASEY, MARC ALLISON MR.",Democratic Party,Incumbent,"$1,078,537","$470,980","$603,556",$0,"$955,718","$492,175",$0,6/30/18
Texas,33,"BILLUPS, WILLIE KAILAWN",Republican Party,Challenger,"$61,830","$55,330",$0,"$6,500","$39,975","$21,855",$0,6/30/18
Texas,34,"VELA, FILEMON",Democratic Party,Incumbent,"$795,496","$282,270","$510,050",$0,"$582,133","$443,306",$0,6/30/18
Texas,34,"GONZALEZ, REY DR.",Republican Party,Challenger,"$49,051","$9,251",$0,"$39,500","$52,342","-$5,137",$0,6/30/18
Texas,35,"DOGGETT, LLOYD",Democratic Party,Incumbent,"$608,322","$304,871","$251,503",$0,"$285,167","$4,004,938",$0,6/30/18
Texas,35,"ALEXANDER, SHERRILL KENNETH",Republican Party,Challenger,"$10,181",$965,$0,"$9,216","$16,865",$67,$0,6/30/18
Texas,35,"SMALLING, DAVID",Republican Party,Challenger,"$29,478",$150,$0,"$29,328","$23,548","$5,930","$28,628",6/30/18
Texas,36,"BABIN, BRIAN",Republican Party,Incumbent,"$899,638","$467,568","$428,800",$0,"$510,963","$942,860",$0,6/30/18
Texas,36,"POWELL, JONATHAN A",Democratic Party,Challenger,"$85,489","$51,804",$0,"$29,685","$82,216","$3,651","$20,000",3/31/18
Texas,36,"STEELE, DAYNA MS.",Democratic Party,Challenger,"$516,860","$493,532","$10,500","$12,577","$342,528","$174,302",$0,6/30/18
Utah,01,"BISHOP, ROBERT",Republican Party,Incumbent,"$851,056","$443,179","$405,300",$0,"$474,112","$561,444","$2,859",6/30/18
Utah,01,"CASTILLO, LEE MR",Democratic Party,Challenger,"$6,273","$4,994",$0,"$1,262","$5,534",$739,"$1,262",6/30/18
Utah,01,"DAVIS, ADAM",Green Party,Challenger,$840,$215,$0,$500,$650,$164,$500,6/30/18
Utah,01,"ELIASON, ERIC R",United Party,Challenger,"$232,339","$34,339",$0,"$198,000","$37,836","$194,503","$106,000",6/30/18
Utah,01,"WEILAND, KUT FREDERICK",Democratic Party,Challenger,"$14,372","$1,872",$0,"$12,500","$12,545","$1,084",$0,6/30/18
Utah,02,"STEWART, CHRIS",Republican Party,Incumbent,"$705,950","$290,563","$404,787",$0,"$553,778","$245,624",$0,6/30/18
Utah,02,"BURKETT, MARY",Republican Party,Challenger,"$11,180","$5,125",$0,"$6,055","$11,180",$0,"$6,055",6/30/18
Utah,02,"GARBETT, JAN",Unknown,Challenger,"$310,127","$69,627",$0,"$240,500","$254,620","$55,507","$229,104",6/30/18
Utah,02,"GHORBANI, SHIREEN SARAH",Democratic Party,Challenger,"$109,605","$105,668",$80,"$1,638","$43,707","$65,898",$0,6/30/18
Utah,02,"SNOW, MISTY K",Democratic Party,Challenger,"$7,727","$4,648",$0,$0,"$7,685",$41,$0,3/21/18
Utah,03,"AINGE, TANNER D",Republican Party,Open,"$296,913","$211,515","$1,000","$65,398","$296,904",$0,"$65,331",6/30/18
Utah,03,"BENNETT, JAMES MCKAY",Unknown,Open,"$19,190","$19,190",$0,$0,"$21,305",$0,$0,3/31/18
Utah,03,"BUCHMAN, JOSEPH GEDDES DR. PHD",Libertarian Party,Open,"$9,326","$4,326",$0,$0,"$10,233",-$200,$0,4/20/18
Utah,03,"HENDERSON, DEIDRE",Republican Party,Open,"$37,065","$29,565","$7,500",$0,"$37,065",$0,$0,9/30/17
Utah,03,"WHALEN, SEAN W",Unaffiliated,Open,"$39,174","$30,884",$0,"$8,291","$39,174",$0,$0,3/31/18
Utah,03,"CURTIS, JOHN",Republican Party,Incumbent,"$1,331,935","$831,660","$370,700","$100,000","$1,248,725","$83,210","$75,000",6/30/18
Utah,03,"ALLEN, KATHRY",Democratic Party,Challenger,"$867,775","$862,175","$5,600",$0,"$861,154","$6,621",$0,12/31/17
Utah,03,"DAW, BRAD",Republican Party,Challenger,"$6,823","$6,823",$0,$0,"$6,823",$0,$0,6/30/17
Utah,03,"DAYTON, MARGARET",Republican Party,Challenger,"$57,290","$52,290","$5,000",$0,"$57,290",$0,$0,6/30/17
Utah,03,"HERROD, CHRIS NILES",Republican Party,Challenger,"$14,680","$18,985",$0,"-$4,305","$10,490",$0,$0,6/30/18
Utah,03,"HERROD, CHRISTOPHER NILES",Republican Party,Challenger,"$259,379","$240,185","$18,500","-$4,305","$255,189",$0,$0,6/30/18
Utah,03,"KIDD, DAMIAN",Republican Party,Challenger,"$27,286","$9,036",$0,"$18,250","$27,286",$0,"$16,750",6/30/17
Utah,03,"SINGER, JAMES COURAGE",Democratic Party,Challenger,"$4,659","$4,659",$0,$0,"$5,081",-$655,$0,6/30/18
Utah,04,"LOVE, MIA",Republican Party,Incumbent,"$3,309,542","$2,393,795","$791,640",$0,"$2,263,747","$1,233,151",$0,6/30/18
Utah,04,"MCADAMS, BEN",Democratic Party,Challenger,"$1,677,141","$1,464,434","$209,483",$0,"$428,106","$1,249,035",$0,6/30/18
Utah,04,"MCDONALD, DARLENE",Democratic Party,Challenger,"$49,925","$32,521",$0,"$17,378","$48,692","$1,232","$11,500",6/30/18
Utah,04,"MOTT-SMITH, MARLA LOUISE",Democratic Party,Challenger,"$21,424","$11,049",$0,"$10,375","$21,429",$0,$0,11/7/17
Utah,04,"TAYLOR, TOM",Democratic Party,Challenger,"$10,965","$10,510",$0,$208,"$4,644","$5,470",$0,3/31/18
Vermont,00,"WELCH, PETER",Democratic Party,Incumbent,"$561,749","$115,014","$438,050",$0,"$407,470","$2,083,775",$0,6/30/18
Vermont,00,"FREILICH, DANIEL ADAM",Democratic Party,Challenger,"$53,076","$51,623",$0,"$1,453","$35,144","-$1,269",$0,6/30/18
Virgin Islands,00,"PLASKETT, STACEY",Democratic Party,Incumbent,"$227,385","$60,815","$165,732",$0,"$205,766","$46,026","$24,733",6/30/18
Virginia ,01,"WITTMAN, ROBERT J MR.",Republican Party,Incumbent,"$1,135,747","$600,841","$522,652",$0,"$950,279","$1,077,963",$0,6/30/18
Virginia ,01,"HICKS, TOM",Democratic Party,Challenger,"$49,180","$25,085",$0,"$24,080","$49,180",$0,$0,6/30/18
Virginia ,01,"SANTANA, EDWIN JR",Democratic Party,Challenger,"$59,332","$56,663","$2,500",$0,"$58,427",$906,$0,6/30/18
Virginia ,01,"SAWYERS, RYAN",Democratic Party,Challenger,"$124,450","$39,263","$2,500","$82,686","$124,450",$0,$0,3/27/18
Virginia ,01,"SUDDARTH, JOHN",Democratic Party,Challenger,"$92,041","$54,963","$1,500","$35,578","$91,220",$822,$0,6/30/18
Virginia ,01,"WILLIAMS, VANGIE",Democratic Party,Challenger,"$97,838","$94,168",$0,$0,"$67,923","$29,915","$3,669",6/30/18
Virginia ,02,"TAYLOR, SCOTT W. MR.",Republican Party,Incumbent,"$2,741,096","$1,770,149","$748,311",$0,"$1,799,558","$1,006,506",$0,6/30/18
Virginia ,02,"BELOTE, DAVE",Democratic Party,Challenger,"$192,065","$189,765","$2,300",$0,"$192,065",$0,$0,12/22/17
Virginia ,02,"BROWN, SHAUN DENISE",Democratic Party,Challenger,"$716,269","$4,663",$0,"$711,605","$716,754",$19,"$5,380",6/30/18
Virginia ,02,"JONES, MARY",Republican Party,Challenger,"$89,806","$89,430",$0,$376,"$89,667",$139,$0,6/30/18
Virginia ,02,"LURIA, ELAINE",Democratic Party,Challenger,"$1,318,926","$849,932","$148,717","$3,904","$500,507","$818,418","$4,500",6/30/18
Virginia ,02,"MALLARD, KAREN POWERS MRS.",Democratic Party,Challenger,"$72,578","$66,261","$3,698","$2,620","$71,767",$811,$0,6/30/18
Virginia ,03,"SCOTT, ROBERT C MR",Democratic Party,Incumbent,"$365,016","$114,717","$246,469",$0,"$289,184","$186,757","$3,191",6/30/18
Virginia ,04,"MCEACHIN, ASTON DONALD",Democratic Party,Incumbent,"$654,832","$298,491","$350,607",$0,"$490,542","$443,300",$0,6/30/18
Virginia ,04,"FENTY, SHION",Republican Party,Challenger,"$13,288","$10,588",$0,"$2,700","$13,080",$208,"$2,612",6/30/18
Virginia ,04,"MCADAMS, RYAN A. MR.",Republican Party,Challenger,"$63,109","$57,074","$3,000",$500,"$60,457","$2,652","$2,535",6/30/18
Virginia ,04,"WELLS, PETER JOSEPH",Libertarian Party,Challenger,$201,$201,$0,$0,$0,$201,$0,3/31/18
Virginia ,05,"COCKBURN, LESLIE",Democratic Party,Open,"$1,289,473","$1,023,505","$37,384","$228,000","$806,916","$482,557",$0,6/30/18
Virginia ,05,"CULLOP, BENJAMIN NIEL",Democratic Party,Open,"$293,321","$221,602",$0,"$66,286","$292,268","$1,053","$60,167",6/30/18
Virginia ,05,"HUFFSTETLER, ROGER DEAN RD",Democratic Party,Open,"$1,140,147","$953,030","$38,250",$0,"$1,130,245","$9,902",$0,6/30/18
Virginia ,05,"RIGGLEMAN, DENVER LEE MR. III",Republican Party,Open,"$217,443","$161,241","$56,200",$0,"$9,655","$207,788",$0,6/30/18
Virginia ,05,"SLATE, ADAM",Democratic Party,Open,"$15,833","$15,831",$0,$0,"$15,833",$0,$0,6/30/18
Virginia ,05,"SNEATHERN, ANDREW",Democratic Party,Open,"$272,943","$216,734",$250,"$55,722","$223,611","$49,332","$25,000",6/30/18
Virginia ,05,"GARRETT, THOMAS ALEXANDER MR. JR.*",Republican Party,Incumbent,"$549,247","$248,428","$299,700",$0,"$421,373","$141,884","$5,510",6/30/18
Virginia ,06,"CLINE, BENJAMIN LEE",Republican Party,Open,"$393,629","$324,154","$69,475",$0,"$308,188","$85,441","$26,727",6/30/18
Virginia ,06,"COPPOLA, SERGIO MR. II",Democratic Party,Open,"$5,426","$2,845",$0,"$2,581","$5,426",$0,$0,6/18/18
Virginia ,06,"DESJADON, MICHAEL",Republican Party,Open,"$49,175","$39,175",$0,"$10,000","$47,075","$2,100","$10,000",6/30/18
Virginia ,06,"DUNBAR, CYNTHIA",Republican Party,Open,"$140,189","$88,219","$14,750","$34,140","$139,820",$369,"$41,065",6/30/18
Virginia ,06,"HAYWOOD, CHARLES W. MR.",Republican Party,Open,"$72,886","$54,359","$3,000","$15,527","$70,820","$2,066","$41,486",6/30/18
Virginia ,06,"LEWIS, JENNIFER LYNN",Democratic Party,Open,"$72,779","$67,779",$0,"$5,000","$35,089","$34,363",$0,6/30/18
Virginia ,06,"LEWIS, KATHYRN",Republican Party,Open,"$6,675","$2,675",$0,"$4,000","$5,735","$1,488",$0,3/31/18
Virginia ,06,"MOORE, CHARLOTTE ANN",Democratic Party,Open,"$1,010","$1,010",$0,$0,"$1,267",-$7,$0,6/30/18
Virginia ,06,"POPE, ELLIOT",Republican Party,Open,"$17,085","$11,085",$0,"$6,000","$17,092",-$7,$0,6/30/18
Virginia ,06,"VOLOSIN, PETER",Democratic Party,Open,"$68,722","$68,422",$0,$0,"$68,913",$59,$0,6/30/18
Virginia ,06,"WRIGHT, DOUGLAS DAVID DR.",Republican Party,Open,"$32,791","$2,060",$0,"$30,731","$19,662","$13,129","$30,731",4/29/18
Virginia ,06,"GOODLATTE, ROBERT W.*",Republican Party,Incumbent,"$493,540","$189,223","$296,150",$0,"$588,457","$670,419",$0,6/30/18
Virginia ,07,"BRAT, DAVID ALAN MR.",Republican Party,Incumbent,"$1,332,894","$1,046,381","$228,744",$500,"$583,806","$917,102",$0,6/30/18
Virginia ,07,"ALLI, HELEN",Other,Challenger,"$13,166","$11,464",$0,"$1,702","$7,481",$793,$0,6/30/18
Virginia ,07,"BEDELL, EILEEN MCNEIL",Democratic Party,Challenger,"$30,511","$30,241",$200,$0,"$34,030",-$866,$0,6/30/18
Virginia ,07,"FRASER, DIANE FINDLAY",Democratic Party,Challenger,"$29,675","$15,175",$0,"$14,500","$8,286","$21,389","$14,500",12/31/17
Virginia ,07,"NOBLE, JANELLE",Democratic Party,Challenger,"$2,943","$2,713",$0,$230,"$2,614",$429,$0,9/30/17
Virginia ,07,"SPANBERGER, ABIGAIL",Democratic Party,Challenger,"$1,351,550","$1,275,053","$75,817",$0,"$886,475","$465,075",$0,6/30/18
Virginia ,07,"WALTON, JOSEPH BUCKLER",Libertarian Party,Challenger,"$5,813","$1,063",$0,"$4,750","$4,446","$1,367","$4,750",6/30/18
Virginia ,07,"WARD, DANIEL",Democratic Party,Challenger,"$956,529","$863,443","$67,700","$18,009","$925,075","$31,454",$0,6/30/18
Virginia ,08,"BEYER, DONALD STERNOFF HONORABLE JR.",Democratic Party,Incumbent,"$1,587,481","$1,037,378","$542,489",$0,"$1,410,186","$905,113",$0,6/30/18
Virginia ,08,"OH, THOMAS",Republican Party,Challenger,"$17,355","$7,305",$0,"$5,050","$14,656","$2,699","$5,000",6/30/18
Virginia ,09,"GRIFFITH, H MORGAN",Republican Party,Incumbent,"$783,976","$277,162","$502,244",$0,"$462,867","$411,539",$0,6/30/18
Virginia ,09,"FLACCAVENTO, ANTHONY JUDE MR",Democratic Party,Challenger,"$317,083","$294,073","$4,375","$13,635","$216,321","$100,762",$100,6/30/18
Virginia ,09,"SANTOPIETRO, JUSTIN",Democratic Party,Challenger,"$26,460","$24,960",$0,"$1,500","$25,351","-$5,799",$0,6/30/18
Virginia ,10,"COMSTOCK, BARBARA",Republican Party,Incumbent,"$3,818,909","$2,160,504","$1,336,519",$0,"$2,151,247","$1,717,094",$0,6/30/18
Virginia ,10,"ADAMS, KIMBERLY",Democratic Party,Challenger,"$7,988","$7,988",$0,$0,"$7,988",$0,$0,12/31/17
Virginia ,10,"BIGGINS, JULIA ELIZABETH DR.",Democratic Party,Challenger,"$112,431","$72,230",$200,$0,"$112,431",$0,$0,6/30/18
Virginia ,10,"FRIEDMAN, ALISON",Democratic Party,Challenger,"$2,466,061","$1,400,484","$16,600","$1,048,500","$2,148,850","$317,210",$0,6/30/18
Virginia ,10,"HANSON, DAVID BRUCE MR.",Democratic Party,Challenger,"$22,845","$2,553",$0,"$20,293","$17,874","$4,972","$20,100",6/30/18
Virginia ,10,"HELMER, DANIEL",Democratic Party,Challenger,"$1,136,538","$1,117,206","$10,300","$2,700","$1,128,015","$8,523",$0,6/30/18
Virginia ,10,"HILL, SHAK",Republican Party,Challenger,"$300,803","$297,954","$1,500",$0,"$299,552","$1,251",$0,6/30/18
Virginia ,10,"MODICA, JULIEN",Democratic Party,Challenger,$98,$79,$0,$0,$0,"$548,466","$7,000",6/30/18
Virginia ,10,"PELLETIER, PAUL",Democratic Party,Challenger,"$501,717","$475,217","$1,500",$0,"$458,747","$42,970","$25,000",6/30/18
Virginia ,10,"SRAN, DEEP",Democratic Party,Challenger,"$270,868","$249,793",$0,$0,"$270,868",$0,$0,4/24/18
Virginia ,10,"STOVER, LINDSEY DAVIS",Democratic Party,Challenger,"$1,043,536","$1,006,710","$32,000","$4,805","$1,034,138","$9,398","$10,834",6/30/18
Virginia ,10,"WEXTON, JENNIFER",Democratic Party,Challenger,"$1,934,197","$1,728,094","$118,950",$0,"$1,168,491","$765,706","$45,643",6/30/18
Virginia ,11,"CONNOLLY, GERALD EDWARD",Democratic Party,Incumbent,"$1,624,392","$915,452","$686,245",$0,"$720,871","$3,203,173",$0,6/30/18
Virginia ,11,"DOVE, JEFFERY ANTHONY MR. JR.",Republican Party,Challenger,"$372,692","$308,289","$5,000","$59,103","$333,099","$39,593","$35,590",6/30/18
Virginia ,11,"PARK, JONATHAN",Democratic Party,Challenger,"$6,142","$2,142",$500,"$3,500","$6,142",$0,$0,6/30/18
Virginia ,11,"PORTER, STEVAN MICHAEL MR.",Libertarian Party,Challenger,"$5,088","$3,215",$0,"$1,809","$4,710",$378,"$1,465",6/30/18
Washington,01,"DELBENE, SUZAN K",Democratic Party,Incumbent,"$1,497,254","$721,199","$770,881",$0,"$732,250","$1,265,946","$495,000",6/30/18
Washington,01,"BEELER, JEFFREY ALLEN SR",Republican Party,Challenger,"$6,790","$6,735",$0,$55,"$5,453","$1,337",$0,6/30/18
Washington,02,"LARSEN, RICK",Democratic Party,Incumbent,"$781,148","$207,637","$571,250",$0,"$575,544","$349,437",$0,6/30/18
Washington,03,"HERRERA BEUTLER, JAIME",Republican Party,Incumbent,"$1,459,545","$916,343","$498,588",$0,"$843,431","$1,002,523","$10,490",6/30/18
Washington,03,"BOWERMAN, EARL",Republican Party,Challenger,"$10,194","$3,535",$0,"$6,659","$5,480","$4,714","$7,534",6/30/18
Washington,03,"GASQUE, DOROTHY",Democratic Party,Challenger,"$85,633","$81,949",$312,$0,"$40,708","$23,531",$0,6/30/18
Washington,03,"HARRISON, PETER JOHN MR.",Democratic Party,Challenger,"$5,478","$3,278",$0,"$2,200","$5,147",$331,$0,3/31/18
Washington,03,"LONG, CAROLYN N.",Democratic Party,Challenger,"$606,210","$568,417","$26,000","$8,253","$294,641","$311,568","$8,150",6/30/18
Washington,03,"MCDEVITT, DAVID MALCOLM MR",Democratic Party,Challenger,"$729,624","$29,577",$0,"$700,000","$49,821","$681,143","$717,500",6/30/18
